latitude_unlock,longitude_unlock,latitude_lock,longitude_lock,distance,station_unlock_count,station_lock_count,trip_speed,lock_unlock_time_gap_hours
181,174,75,74,1319,145,72,32884,0
184,177,110,108,7949,46,100,32885,0
123,118,49,49,3466,110,48,32886,0
25,25,19,19,6799,25,19,32887,0
94,91,156,151,14343,85,133,32888,1
137,132,27,27,2379,122,16,32889,0
145,140,89,88,7797,97,84,32890,1
113,108,208,202,4000,91,166,32891,0
106,102,94,93,10102,96,88,32892,1
129,124,94,93,14344,13,88,32893,0
45,45,218,212,24,44,132,24,0
8,8,181,175,14345,8,149,32894,1
107,103,162,157,1973,97,22,2183,1
164,159,27,27,10142,135,16,32895,1
212,206,114,112,14346,165,17,32896,0
23,23,68,68,13825,23,66,32897,1
23,23,239,231,14347,23,157,32898,1
100,96,81,80,6617,90,78,32899,0
62,215,8,8,1209,113,8,32900,0
100,96,36,36,2010,90,35,32901,0
193,186,150,145,14127,150,128,32902,0
30,30,162,157,11917,30,22,32903,1
171,166,19,19,5148,141,19,32904,0
121,116,143,137,5382,108,122,32905,0
146,141,23,23,14165,129,23,32906,1
1,1,250,242,11607,1,116,32907,0
101,97,78,77,11133,91,75,32908,1
15,15,11,11,1264,15,11,32909,0
79,78,48,48,95,75,47,32910,0
1,1,148,143,12861,1,126,32911,0
137,132,43,43,5385,122,42,32912,0
76,75,160,155,14348,72,135,32913,1
94,91,131,127,6684,85,111,32914,0
56,55,7,7,6848,53,7,32915,0
77,76,105,103,2118,73,97,32916,0
28,28,61,61,12104,28,60,32917,0
125,120,15,15,2922,112,15,32918,1
103,99,49,49,6299,93,48,32919,1
99,53,37,37,9777,89,36,32920,0
95,92,130,126,14349,86,50,32921,0
195,188,111,109,2050,152,101,32922,0
118,113,34,34,13806,30,33,32923,0
90,87,100,78,13925,82,93,32924,0
108,104,251,243,264,98,136,32925,0
99,53,80,79,2721,89,77,32926,0
15,15,165,159,2548,15,82,32927,0
141,136,8,8,753,126,8,32928,0
201,194,136,99,13055,157,116,32929,1
39,39,43,43,8042,38,42,32930,0
114,109,81,80,1290,102,78,32931,0
4,4,107,105,1871,4,98,32932,0
82,44,25,25,516,77,25,32933,1
230,224,87,86,11313,175,82,32934,0
19,19,199,193,1238,19,116,32935,0
211,205,123,120,11361,164,92,32936,0
241,233,51,51,9489,179,50,32937,0
149,144,107,105,5684,74,98,32938,0
37,37,221,215,5976,36,172,32939,1
151,146,159,154,14350,89,21,32940,0
171,166,153,148,1693,141,131,32941,0
54,7,99,98,14351,32,92,32942,0
34,34,61,61,2106,33,60,32943,0
243,235,114,112,5473,181,17,32944,0
242,234,40,40,14352,180,39,32945,1
166,161,233,225,6025,137,180,32946,0
175,152,128,124,14353,115,110,32947,1
91,88,86,85,113,83,81,32948,0
251,243,161,156,24,185,136,24,0
74,73,38,38,2241,70,37,32949,0
148,143,120,118,5909,36,107,32950,0
123,118,30,30,12380,110,29,32951,0
25,25,8,8,3934,25,8,32952,0
55,54,149,144,10406,36,127,32953,0
18,18,39,39,4376,18,38,32954,1
256,248,205,199,14354,189,164,32955,0
208,202,180,174,1792,162,84,32956,0
80,79,71,71,6526,76,68,32957,1
145,140,117,115,5787,97,105,32958,1
24,24,180,174,7239,24,84,32959,1
87,84,74,73,5038,12,71,32960,1
136,131,100,78,12555,121,93,32961,0
141,136,31,31,7667,126,30,32962,1
130,125,62,62,682,116,61,32963,0
34,34,30,30,2166,33,29,32964,0
3,3,19,19,1962,3,19,32965,0
114,109,23,23,1193,102,23,32966,0
220,213,215,209,4523,116,170,32967,0
26,26,144,138,24,26,77,24,1
31,31,104,102,1802,31,96,32968,0
45,45,218,212,24,44,132,24,0
119,114,2,2,8546,106,2,32969,1
26,26,111,109,1768,26,101,32970,0
74,73,108,106,2211,70,30,32971,0
84,72,33,33,7086,79,32,32972,0
99,53,19,19,14355,89,19,32973,0
136,131,139,134,218,121,119,32974,1
0,0,23,23,1288,0,23,32975,0
191,184,17,17,13832,95,17,32976,0
70,69,77,76,14356,66,74,32977,0
110,106,35,35,14357,57,34,32978,0
113,108,111,109,14358,91,101,32979,1
42,42,100,78,8341,41,93,32980,1
116,111,14,14,2624,104,14,32981,0
126,121,164,158,13393,113,138,32982,1
173,168,103,101,12680,95,41,32983,20
34,34,41,41,6325,33,40,32984,0
19,19,99,98,7536,19,92,32985,0
38,38,22,22,2280,37,22,32986,1
230,224,213,207,14359,175,165,32987,0
177,171,30,30,9150,143,29,32988,1
209,203,163,62,14360,75,137,32989,0
224,218,168,162,24,172,141,24,0
11,11,23,23,3593,11,23,32990,1
64,63,144,138,2739,61,77,32991,0
220,213,114,112,13381,116,17,32992,0
234,227,63,63,9058,161,62,32993,0
131,126,126,122,14361,117,70,32994,1
128,123,99,98,4582,115,92,32995,0
239,231,82,81,14362,178,22,32996,0
146,141,110,108,11472,129,100,32997,1
56,55,117,115,9836,53,105,32998,1
26,26,41,41,14363,26,40,32999,0
237,66,7,7,7478,43,7,33000,0
63,62,55,54,5345,60,54,33001,0
71,70,71,71,4199,67,68,33002,0
34,34,101,99,4156,33,94,33003,0
161,156,126,122,1258,134,70,33004,0
136,131,123,120,2563,121,92,33005,1
62,61,46,46,14364,59,45,33006,0
93,90,27,27,4524,46,16,33007,0
49,49,0,0,5454,48,0,33008,0
220,213,89,88,2422,116,84,33009,0
233,226,15,15,11466,137,15,33010,1
47,47,76,75,7542,46,73,33011,0
76,75,71,71,2486,72,68,33012,1
189,182,230,223,14365,14,87,33013,0
110,106,152,147,9507,57,130,33014,0
222,216,121,119,4517,170,63,33015,0
181,174,39,39,2344,145,38,33016,0
48,48,7,7,356,47,7,33017,0
1,1,146,140,699,1,124,15492,1
197,190,30,30,7573,154,29,33018,1
162,157,64,64,923,111,63,33019,0
134,129,49,49,6434,119,48,33020,0
149,144,57,56,2596,74,56,33021,0
116,111,20,20,160,104,20,33022,0
233,226,94,93,3595,137,88,33023,1
77,76,169,163,845,73,142,33024,0
100,96,53,52,1357,90,52,33025,0
32,32,175,169,14366,32,145,33026,0
55,54,199,193,24,36,116,24,0
196,189,106,104,7360,153,33,33027,1
250,242,56,55,1166,184,55,33028,0
117,112,14,14,967,105,14,33029,0
215,209,123,120,13678,168,92,33030,0
139,134,69,69,14367,124,64,33031,0
84,72,25,25,3268,79,25,33032,0
16,16,175,169,1167,16,145,33033,0
116,111,93,92,4558,104,2,33034,0
40,40,11,11,3276,39,11,33035,0
163,158,59,58,14286,12,18,33036,1
38,38,197,191,14368,37,2,33037,1
127,122,214,208,24,114,169,24,0
183,176,197,191,12629,147,2,33038,1
153,148,178,172,11100,97,2,33039,0
21,21,44,44,376,21,43,33040,1
76,75,176,170,11899,72,147,33041,0
74,73,237,229,11210,70,131,33042,0
163,158,51,51,209,12,50,33043,0
100,96,38,38,24,90,37,24,1
104,100,12,12,1430,94,12,33044,1
95,92,117,115,6579,86,105,33045,0
237,66,117,115,4244,43,105,33046,0
236,229,66,66,11288,177,65,33047,0
139,134,71,71,1681,124,68,33048,0
82,44,197,191,2854,77,2,33049,0
37,37,127,123,1200,36,70,33050,0
96,93,159,154,10356,87,21,33051,0
62,215,46,46,11693,113,45,33052,1
65,64,91,90,24,62,86,24,1
39,39,7,7,2941,38,7,33053,0
88,85,236,228,24,81,164,24,0
18,18,208,202,1687,18,166,33054,0
50,50,182,176,6344,49,150,33055,17
45,45,208,202,2403,44,166,33056,0
84,72,125,121,2418,79,91,33057,0
134,129,151,146,567,119,129,33058,0
210,204,139,134,8245,163,119,33059,0
175,152,201,195,12421,115,162,33060,1
66,65,116,114,24,63,21,24,3
57,56,75,74,14369,54,72,33061,1
106,102,148,143,14370,96,126,33062,0
245,237,165,159,14371,91,82,33063,0
227,221,94,93,4613,125,88,33064,1
49,49,176,170,4343,48,147,33065,0
184,177,83,82,11455,46,79,33066,1
16,16,120,118,12644,16,107,33067,0
83,81,50,50,14372,78,49,33068,1
202,196,18,18,24,107,18,24,0
207,201,79,78,3068,143,76,33069,0
30,30,211,205,14373,30,162,33070,0
174,169,128,124,7905,56,110,33071,0
205,199,26,26,14374,160,26,33072,0
153,148,46,46,12216,97,45,33073,1
39,39,77,76,14375,38,74,33074,0
215,209,202,196,3825,168,26,33075,0
149,144,178,172,14376,74,2,33076,0
214,208,98,97,14377,167,91,33077,0
159,154,222,216,9112,78,173,33078,1
48,48,19,19,3451,47,19,33079,0
125,120,25,25,259,112,25,33080,0
181,174,214,208,1822,145,169,33081,0
226,220,72,72,5440,173,69,33082,0
230,224,32,32,765,175,31,33083,1
24,24,169,163,8882,24,142,33084,0
205,199,73,1,14378,160,70,33085,0
39,39,234,226,1715,38,181,33086,0
91,88,180,174,24,83,84,24,3
5,195,165,159,13669,158,82,33087,0
87,84,138,133,1992,12,118,33088,0
63,62,216,210,14379,60,26,33089,1
19,19,192,186,2134,19,110,33090,0
16,16,66,66,6830,16,65,33091,0
128,123,208,202,1844,115,166,33092,0
6,6,241,233,6821,6,153,33093,0
206,200,103,101,14380,161,41,33094,0
16,16,88,141,9520,16,101,33095,0
26,26,117,115,4619,26,105,33096,22
43,43,11,11,193,42,11,33097,0
159,154,75,74,12746,78,72,33098,1
45,45,31,31,9015,44,30,33099,0
70,69,54,53,628,66,53,33100,0
129,124,58,57,740,13,57,33101,1
234,227,155,150,3805,161,132,33102,0
0,0,214,208,11149,0,169,33103,0
186,179,133,129,24,149,113,24,1
160,155,164,158,8816,133,138,33104,0
48,48,11,11,14381,47,11,33105,0
246,238,78,77,14382,182,75,33106,0
187,180,218,212,7369,56,132,33107,0
18,18,16,16,14383,18,16,33108,1
211,205,158,153,4532,164,134,33109,0
36,36,75,74,14384,35,72,33110,0
92,89,160,155,9056,84,135,33111,0
75,74,108,106,1196,71,30,33112,0
12,12,144,138,2323,12,77,33113,0
60,59,125,121,1589,57,91,33114,0
81,80,96,95,615,20,89,33115,1
164,159,7,7,12226,135,7,33116,0
8,8,13,13,1089,8,13,33117,0
55,54,177,171,14385,36,28,33118,0
89,86,77,76,9619,9,74,33119,0
5,5,37,37,402,5,36,33120,0
155,150,0,59,6555,5,58,33121,0
242,234,211,205,14386,180,162,33122,0
105,101,103,101,2773,95,41,33123,1
218,210,243,235,6031,20,176,33124,1
104,100,79,78,494,94,76,33125,0
190,183,159,154,1479,37,21,33126,0
18,18,100,78,13711,18,93,33127,1
119,114,126,122,14387,106,70,33128,0
51,51,175,169,2353,50,145,33129,0
84,72,193,187,753,79,159,33130,0
100,96,23,23,557,90,23,33131,1
170,165,59,58,14388,140,18,33132,0
236,229,221,215,14389,177,172,33133,0
73,72,76,75,10135,69,73,33134,0
61,60,177,171,7357,58,28,33135,0
61,60,163,62,1567,58,137,33136,1
86,83,87,86,2778,80,82,33137,1
183,176,8,8,6744,147,8,33138,0
104,100,108,106,1054,94,30,33139,0
8,8,90,89,6383,8,85,33140,0
183,176,154,149,24,147,129,24,1
164,159,186,180,8563,135,153,33141,0
70,69,97,96,2144,66,90,33142,0
136,131,113,111,6811,121,103,33143,1
15,15,11,11,1264,15,11,33144,0
112,82,154,149,10769,101,129,33145,0
171,166,146,140,5092,141,124,33146,0
28,28,53,52,14390,28,52,33147,1
43,43,8,8,1747,42,8,8822,0
59,58,49,49,3103,56,48,33148,0
108,104,90,89,906,98,85,33149,0
99,53,163,62,24,89,137,24,0
220,213,160,155,4449,116,135,33150,0
71,70,29,29,6954,67,28,33151,0
229,223,133,129,9662,174,113,33152,0
58,57,30,30,14391,55,29,33153,0
89,86,16,16,12941,9,16,33154,0
247,239,144,138,2973,92,77,33155,0
213,207,185,179,14392,166,147,33156,3
43,43,75,74,6405,42,72,33157,0
196,189,157,152,14393,153,100,33158,0
125,120,11,11,24,112,11,24,1
157,152,140,119,14394,53,64,33159,0
62,215,149,144,14395,113,127,33160,0
191,184,31,31,6169,95,30,33161,0
176,170,8,8,4605,142,8,33162,0
91,88,140,119,219,83,64,33163,0
75,74,104,102,6772,71,96,33164,0
107,103,130,126,14396,97,50,33165,1
196,189,35,35,8275,153,34,33166,1
166,161,169,163,7658,137,142,33167,0
15,15,137,132,5085,15,117,33168,0
4,4,148,143,14050,4,126,33169,0
211,205,97,96,5732,164,90,33170,1
249,241,16,16,14397,183,16,33171,1
186,179,80,79,919,149,77,33172,1
220,213,65,65,1897,116,64,33173,0
73,72,148,143,3850,69,126,33174,0
90,87,10,10,6203,82,10,33175,1
31,31,15,15,1172,31,15,33176,0
178,172,66,66,7046,49,65,33177,0
113,108,134,130,4407,91,114,33178,1
114,109,142,136,448,102,121,33179,1
15,15,147,142,3303,15,125,33180,1
203,197,11,11,4507,159,11,33181,0
39,39,203,197,14398,38,163,33182,0
191,184,15,15,14399,95,15,33183,0
127,122,42,42,14400,114,41,33184,1
191,184,23,23,4088,95,23,33185,0
162,157,238,230,12071,111,158,33186,1
127,122,83,82,8403,114,79,33187,0
27,27,61,61,3668,27,60,33188,0
98,95,33,33,5229,88,32,33189,0
4,4,124,71,14401,4,109,33190,0
116,111,255,247,14402,104,174,33191,0
25,25,164,158,24,25,138,24,1
106,102,197,191,7224,96,2,33192,1
23,23,167,161,3793,23,140,33193,0
5,5,75,74,268,5,72,33194,0
173,168,51,51,7971,95,50,33195,0
181,174,36,36,4450,145,35,33196,0
237,66,142,136,14403,43,121,33197,0
233,226,99,98,10618,137,92,33198,1
95,92,179,173,13253,86,148,33199,0
80,79,131,127,14404,76,111,33200,0
117,112,12,12,499,105,12,33201,0
231,225,144,138,8308,28,77,33202,0
3,3,123,120,873,3,92,33203,0
86,83,144,138,7872,80,77,33204,0
82,44,105,103,11438,77,97,33205,0
76,75,156,151,11466,72,133,33206,0
231,225,41,41,14405,28,40,33207,0
7,7,72,72,1213,7,69,33208,0
6,6,18,18,6990,6,18,33209,0
10,10,165,159,14406,10,82,33210,0
104,100,19,19,8614,94,19,33211,0
145,140,31,31,222,97,30,33212,0
26,26,159,154,7393,26,21,33213,0
67,66,20,20,11195,64,20,33214,0
178,172,84,83,5085,49,80,33215,0
110,106,54,53,14407,57,53,33216,0
97,94,246,238,6133,65,162,33217,0
232,11,82,81,2789,176,22,33218,0
82,44,200,194,1477,77,161,33219,0
35,35,102,100,14408,34,95,33220,1
194,187,122,31,4163,151,108,33221,1
6,6,181,175,7634,6,149,33222,0
78,77,182,176,2939,74,150,33223,1
145,140,250,242,24,97,116,24,0
216,210,10,10,3715,139,10,33224,5
11,11,58,57,146,11,57,33225,0
76,75,132,128,198,72,112,33226,0
99,53,33,33,676,89,32,33227,0
167,162,23,23,14409,54,23,33228,1
92,89,51,51,7150,84,50,33229,0
27,27,45,45,14410,27,44,33230,0
225,219,83,82,14411,55,79,33231,0
153,148,48,48,14412,97,47,33232,0
83,81,130,126,12130,78,50,33233,16
63,62,201,195,14413,60,162,33234,0
181,174,169,163,4315,145,142,33235,0
117,112,22,22,10263,105,22,33236,1
126,121,123,120,7744,113,92,33237,0
125,120,15,15,2922,112,15,33238,0
21,21,96,95,3835,21,89,33239,0
12,12,155,150,14414,12,132,33240,0
156,151,61,61,14415,76,60,33241,1
177,171,98,97,5717,143,91,33242,1
100,96,156,151,6696,90,133,33243,0
125,120,215,209,3841,112,170,33244,0
220,213,50,50,3520,116,49,33245,0
166,161,192,186,9684,137,110,33246,0
241,233,117,115,6062,179,105,33247,1
165,160,15,15,198,136,15,33248,0
82,44,101,99,3125,77,94,33249,1
40,40,102,100,5436,39,95,33250,0
122,117,98,97,14416,109,91,33251,0
15,15,190,184,4023,15,157,33252,4
221,214,9,9,13816,167,9,33253,0
146,141,154,149,372,129,129,33254,1
164,159,98,97,6424,135,91,33255,0
33,33,226,220,5098,10,176,33256,0
71,70,166,160,14417,67,139,33257,0
202,196,60,60,14418,107,59,33258,0
24,24,126,122,8713,24,70,33259,0
223,217,248,240,14419,171,103,33260,1
119,114,195,189,416,106,128,33261,1
5,5,204,198,14420,5,87,33262,0
234,227,21,21,14421,161,21,33263,0
145,140,228,221,13231,97,177,33264,0
4,4,167,161,7259,4,140,33265,0
166,161,195,189,14422,137,128,33266,10
172,167,158,153,14423,22,134,33267,0
1,1,57,56,604,1,56,33268,0
126,121,135,131,11185,113,115,33269,0
2,2,141,135,14424,2,120,33270,0
213,207,30,30,666,166,29,33271,0
181,174,222,216,3368,145,173,33272,0
84,72,109,107,1933,79,99,33273,1
106,102,235,227,6823,96,182,33274,0
21,21,23,23,24,21,23,24,0
106,102,41,41,2126,96,40,33275,0
150,145,91,90,3511,73,86,33276,0
52,52,154,149,14425,51,129,33277,0
71,70,117,115,2651,67,105,33278,0
123,118,15,15,412,110,15,33279,1
128,123,0,0,8807,115,0,33280,0
85,82,99,98,13774,62,92,33281,0
43,43,15,15,7169,42,15,33282,1
42,42,90,89,13785,41,85,33283,0
158,153,128,124,662,132,110,33284,0
175,152,11,11,14426,115,11,33285,0
61,60,49,49,4570,58,48,33286,1
248,240,186,180,14427,28,153,33287,1
38,38,54,53,3256,37,53,33288,0
201,194,246,238,11246,157,162,33289,1
45,45,44,44,9610,44,43,33290,0
35,35,29,29,252,34,28,33291,0
134,129,36,36,6972,119,35,33292,1
45,45,125,121,14428,44,91,33293,1
67,66,224,218,14429,64,175,33294,0
170,165,146,140,8790,140,124,33295,1
9,9,233,225,14430,9,180,33296,0
59,58,155,150,14431,56,132,33297,0
92,89,229,222,14432,84,90,33298,0
18,18,88,87,2534,18,83,33299,0
20,20,48,48,14433,20,47,33300,0
147,142,169,163,14434,130,142,33301,0
246,238,71,71,14435,182,68,33302,0
201,194,149,144,2405,157,127,33303,0
44,44,0,59,1552,43,58,33304,0
67,66,168,162,3817,64,141,33305,1
40,40,81,80,1261,39,78,33306,0
139,134,106,104,11205,124,33,33307,1
161,156,194,188,14436,134,160,33308,1
195,188,164,158,2196,152,138,33309,0
54,7,151,146,1762,32,129,33310,0
111,107,0,0,150,100,0,33311,0
109,105,25,25,3866,99,25,33312,0
2,2,221,215,14437,2,172,33313,0
116,111,214,208,174,104,169,33314,0
90,87,192,186,14438,82,110,33315,0
119,114,172,166,11633,106,145,33316,0
136,131,179,173,3674,121,148,33317,0
248,240,227,133,5747,28,123,33318,0
13,13,0,0,10320,13,0,33319,0
7,7,63,63,350,7,62,33320,0
73,72,132,128,2163,69,112,33321,0
24,24,77,76,444,24,74,33322,1
125,120,81,80,7955,112,78,33323,1
100,96,31,31,1667,90,30,33324,0
0,0,75,74,7880,0,72,33325,0
206,200,249,241,9147,161,185,33326,1
92,89,181,175,8752,84,149,33327,0
169,164,44,44,13812,139,43,33328,0
123,118,102,100,106,110,95,33329,0
178,172,30,30,7794,49,29,11803,0
94,91,126,122,5562,85,70,33330,0
236,229,81,80,14439,177,78,33331,1
36,36,69,69,1058,35,64,33332,1
37,37,50,50,1000,36,49,33333,0
247,239,18,18,7893,92,18,33334,1
31,31,88,87,11748,31,83,33335,0
185,178,114,112,11923,148,17,33336,4
203,197,254,246,14440,159,152,33337,1
76,75,129,125,11101,72,1,33338,0
171,166,10,10,11175,141,10,33339,0
81,80,144,138,14441,20,77,33340,1
125,120,110,108,926,112,100,33341,0
209,203,116,114,901,75,21,33342,1
191,184,99,98,414,95,92,33343,0
4,4,42,42,14442,4,41,33344,0
92,89,99,98,7648,84,92,33345,0
155,150,179,173,1225,5,148,33346,0
130,125,243,235,14443,116,176,33347,0
208,202,64,64,6439,162,63,33348,0
150,145,79,78,7324,73,76,33349,0
192,185,229,222,14078,22,90,33350,1
153,148,167,161,9077,97,140,33351,0
84,72,190,184,2326,79,157,33352,0
139,134,9,9,11207,124,9,33353,0
96,93,206,200,14444,87,86,33354,0
117,112,25,25,24,105,25,24,4
232,11,25,25,14445,176,25,33355,0
75,74,6,6,2712,71,6,33356,0
90,87,64,64,11785,82,63,33357,1
171,166,192,186,14446,141,110,33358,0
85,82,175,169,12767,62,145,33359,0
180,173,102,100,2704,144,95,33360,0
51,51,4,4,14447,50,4,33361,0
137,132,82,81,24,122,22,24,0
37,37,9,9,14448,36,9,33362,0
96,93,175,169,4341,87,145,33363,0
145,140,87,86,5859,97,82,33364,0
66,65,30,30,5628,63,29,33365,0
187,180,45,45,14449,56,44,33366,0
95,92,34,34,5466,86,33,33367,0
72,71,77,76,1349,68,74,33368,0
139,134,101,99,4909,124,94,33369,0
23,23,206,200,2083,23,86,33370,0
168,163,174,168,4381,138,137,33371,0
25,25,89,88,14450,25,84,33372,0
13,13,14,14,1969,13,14,33373,0
181,174,158,153,5053,145,134,33374,0
238,230,7,7,6287,134,7,33375,1
241,233,193,187,6241,179,159,33376,1
175,152,30,30,2243,115,29,33377,0
29,29,208,202,5886,29,166,33378,0
181,174,160,155,2330,145,135,33379,0
105,101,97,96,5679,95,90,33380,0
62,215,34,34,13477,113,33,33381,0
95,92,172,166,14451,86,145,33382,0
235,228,227,133,3437,66,123,33383,1
141,136,15,15,3559,126,15,33384,0
168,163,140,119,14452,138,64,33385,0
136,131,145,139,6184,121,123,33386,0
245,237,25,25,1850,91,25,33387,0
151,146,188,182,14453,89,155,33388,0
53,53,81,80,14454,52,78,33389,0
9,9,9,9,9,9,9,33390,0
139,134,33,33,6179,124,32,33391,0
62,215,104,102,14455,113,96,33392,0
146,141,11,11,4111,129,11,33393,0
21,21,89,88,14456,21,84,33394,0
220,213,127,123,24,116,70,24,0
139,134,201,195,14457,124,162,33395,0
111,107,5,5,24,100,5,24,0
157,152,65,65,5065,53,64,33396,1
134,129,64,64,1924,119,63,33397,1
104,100,158,153,1697,94,134,33398,0
116,111,74,73,14458,104,71,33399,1
162,157,103,101,7676,111,41,33400,1
20,20,128,124,14459,20,110,33401,0
117,112,112,110,14460,105,102,33402,1
77,76,159,154,14461,73,21,33403,1
138,133,69,69,14462,123,64,33404,0
187,180,83,82,2861,56,79,33405,0
168,163,64,64,856,138,63,33406,0
111,107,88,87,6376,100,83,33407,0
118,113,57,56,6300,30,56,33408,0
212,206,144,138,4347,165,77,33409,0
8,8,83,82,6294,8,79,33410,0
169,164,12,12,14463,139,12,33411,1
195,188,174,168,11611,152,137,33412,0
28,28,135,131,6701,28,115,33413,0
201,194,21,21,3847,157,21,33414,0
126,121,195,189,5499,113,128,33415,0
91,88,48,48,874,83,47,33416,0
127,122,165,159,6456,114,82,33417,0
224,218,183,177,7058,172,151,33418,0
157,152,84,83,3986,53,80,33419,0
37,37,93,92,14464,36,2,33420,1
24,24,130,126,55,24,50,33421,0
232,11,182,176,5251,176,150,33422,0
27,27,75,74,9873,27,72,33423,0
1,1,38,38,2302,1,37,33424,0
18,18,228,221,14465,18,177,33425,1
40,40,144,138,2841,39,77,33426,0
32,32,169,163,14466,32,142,33427,1
100,96,175,169,5044,90,145,33428,0
1,1,78,77,7894,1,75,33429,0
91,88,231,161,3388,83,178,33430,0
16,16,193,187,11976,16,159,33431,0
197,190,9,9,6864,154,9,33432,0
239,231,172,166,14467,178,145,33433,0
199,192,64,64,14468,106,63,33434,0
145,140,206,200,14469,97,86,33435,0
7,7,52,8,14470,7,51,33436,0
16,16,126,122,3945,16,70,33437,0
180,173,6,6,8863,144,6,33438,0
56,55,214,208,14471,53,169,33439,0
4,4,144,138,5039,4,77,33440,0
129,124,117,115,10548,13,105,33441,0
5,5,210,204,7751,5,167,33442,0
151,146,20,20,4321,89,20,33443,0
156,151,95,94,252,76,87,33444,0
52,52,89,88,14472,51,84,33445,0
116,111,185,179,5538,104,147,33446,0
26,26,42,42,6544,26,41,33447,1
251,243,84,83,14473,185,80,33448,1
155,150,56,55,8585,5,55,33449,0
3,3,192,186,4425,3,110,33450,1
150,145,208,202,9641,73,166,33451,0
49,49,147,142,14474,48,125,33452,0
233,226,246,238,4310,137,162,33453,1
210,204,98,97,12795,163,91,33454,0
174,169,2,2,5591,56,2,33455,1
47,47,15,15,8684,46,15,33456,0
187,180,162,157,11445,56,22,33457,0
202,196,69,69,14475,107,64,33458,4
164,159,71,71,14476,135,68,33459,1
98,95,165,159,14477,88,82,33460,0
126,121,225,219,24,113,4,24,0
177,171,251,243,14478,143,136,33461,1
50,50,122,31,432,49,108,33462,1
79,78,182,176,12844,75,150,33463,0
106,102,169,163,2909,96,142,33464,0
85,82,81,80,14479,62,78,33465,0
154,149,117,115,4123,131,105,33466,1
148,143,172,166,14480,36,145,33467,0
27,27,80,79,1799,27,77,33468,0
85,82,77,76,1235,62,74,33469,0
196,189,100,78,5779,153,93,33470,1
53,53,132,128,2666,52,112,33471,0
110,106,248,240,14481,57,103,33472,0
19,19,75,74,5047,19,72,33473,1
244,236,131,127,14482,14,111,33474,1
123,118,130,126,2249,110,50,33475,1
33,33,43,43,14483,10,42,33476,1
125,120,42,42,447,112,41,33477,0
123,118,247,239,5668,110,184,33478,0
41,41,12,12,4784,40,12,33479,0
19,19,155,150,24,19,132,24,1
169,164,41,41,25,139,40,33480,0
9,9,7,7,14484,9,7,33481,0
205,199,237,229,6504,160,131,33482,0
76,75,128,124,14111,72,110,33483,0
108,104,79,78,5477,98,76,33484,0
192,185,252,244,14485,22,186,33485,0
26,26,36,36,7919,26,35,33486,0
25,25,57,56,3423,25,56,33487,0
100,96,197,191,6885,90,2,33488,0
87,84,66,66,981,12,65,33489,0
50,50,81,80,7308,49,78,33490,0
25,25,211,205,14486,25,162,33491,0
194,187,220,214,14487,151,66,33492,0
111,107,0,59,5,100,58,33493,0
171,166,162,157,760,141,22,33494,0
130,125,255,247,14488,116,174,33495,21
90,87,96,95,4116,82,89,33496,4
128,123,239,231,4810,115,157,33497,0
88,85,81,80,14489,81,78,33498,1
65,64,43,43,14490,62,42,33499,0
134,129,43,43,7258,119,42,33500,1
143,138,159,154,953,116,21,33501,0
1,1,65,65,8358,1,64,33502,0
125,120,193,187,233,112,159,33503,0
249,241,22,22,9886,183,22,33504,0
143,138,169,163,1939,116,142,33505,1
118,113,143,137,5590,30,122,33506,0
200,193,175,169,14169,156,145,33507,1
188,181,63,63,14491,13,62,33508,0
116,111,8,8,1526,104,8,33509,0
118,113,175,169,5262,30,145,33510,0
40,40,79,78,7720,39,76,33511,0
84,72,156,151,266,79,133,33512,0
184,177,138,133,4635,46,118,33513,0
141,136,190,184,3734,126,157,33514,0
108,104,0,59,7418,98,58,33515,1
66,65,121,119,14492,63,63,33516,0
83,81,232,224,5946,78,179,33517,0
170,165,149,144,14493,140,127,33518,0
160,155,82,81,3654,133,22,33519,1
196,189,197,191,878,153,2,33520,0
45,45,220,214,12074,44,66,33521,0
26,26,162,157,1155,26,22,33522,0
132,127,30,30,6256,118,29,33523,0
32,32,86,85,8136,32,81,33524,0
10,10,16,16,14494,10,16,33525,0
206,200,7,7,14495,161,7,33526,0
205,199,174,168,14496,160,137,33527,1
46,46,84,83,3376,45,80,33528,0
174,169,50,50,5566,56,49,33529,0
189,182,199,193,4675,14,116,33530,0
45,45,63,63,13756,44,62,33531,1
33,33,49,49,14497,10,48,33532,0
128,123,200,194,14006,115,161,33533,0
119,114,195,189,416,106,128,33534,0
20,20,54,53,2725,20,53,33535,0
182,175,164,158,5670,146,138,33536,1
235,228,24,24,14498,66,24,33537,1
8,8,62,62,10707,8,61,33538,1
69,68,83,82,5002,10,79,33539,0
145,140,66,66,14499,97,65,33540,1
48,48,222,216,279,47,173,33541,0
225,219,81,80,11329,55,78,33542,1
159,154,11,11,9537,78,11,33543,1
90,87,7,7,13029,82,7,33544,0
116,111,99,98,9974,104,92,33545,1
91,88,138,133,14500,83,118,33546,0
161,156,138,133,7388,134,118,33547,0
231,225,208,202,14501,28,166,33548,1
139,134,82,81,14502,124,22,33549,0
106,102,55,54,4419,96,54,33550,0
96,93,197,191,10647,87,2,33551,0
218,210,180,174,14503,20,84,33552,0
19,19,23,23,11077,19,23,33553,1
228,222,186,180,9492,170,153,33554,0
102,98,239,231,14061,92,157,33555,0
